latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
40.105446,-7.563019,472.0,2022-06-20T12:00,19.4,41,5.8,16.6,0.0,0.0,0.0,0.0,3,1014.2,960.1,100,100,50,10,0.51,1.33,21.4,28.0,290,290,52.9,25.7,22.6,22.8,16.2,0.108,0.172,0.213,0.275,1,3600.0,835.0,636.0,199.0,683.4,835.0,1232.6,853.5,650.1,203.4,683.4,853.5,1259.9
40.105446,-7.563019,472.0,2022-06-21T12:00,19.5,47,7.8,17.4,0.2,0.2,0.0,0.0,51,1013.2,959.2,61,14,81,0,0.36,1.2,10.2,12.7,262,263,30.2,24.3,21.0,22.4,16.3,0.104,0.171,0.213,0.274,1,3600.0,528.0,204.0,324.0,219.3,528.0,1232.2,539.7,208.5,331.2,219.3,539.7,1259.6
40.105446,-7.563019,472.0,2022-06-22T12:00,19.8,58,11.3,17.8,0.0,0.0,0.0,0.0,2,1013.1,959.1,64,26,68,0,0.31,0.97,16.2,20.8,238,240,41.0,21.7,19.9,22.0,16.4,0.133,0.167,0.209,0.274,1,522.05,443.0,72.0,371.0,77.4,443.0,1231.8,452.9,73.6,379.3,77.4,452.9,1259.2
40.105446,-7.563019,472.0,2022-06-23T12:00,19.7,52,9.6,18.3,0.0,0.0,0.0,0.0,3,1016.1,961.9,100,27,84,100,0.44,1.09,14.8,18.9,257,256,40.7,23.7,19.9,21.6,16.5,0.134,0.17,0.208,0.274,1,3600.0,706.0,424.0,282.0,455.9,706.0,1231.3,721.8,433.5,288.3,455.9,721.8,1258.9
40.105446,-7.563019,472.0,2022-06-24T12:00,19.9,53,10.1,17.9,0.0,0.0,0.0,0.0,3,1018.4,964.1,90,100,0,0,0.35,1.08,13.8,17.7,285,287,38.2,23.8,19.5,21.2,16.6,0.127,0.17,0.206,0.274,1,3137.13,523.0,153.0,370.0,164.6,523.0,1230.8,534.8,156.4,378.3,164.6,534.8,1258.5
40.105446,-7.563019,472.0,2022-06-25T12:00,20.4,44,7.7,18.8,0.0,0.0,0.0,0.0,1,1014.9,960.9,23,25,1,0,0.55,1.35,18.9,24.5,294,296,48.6,26.0,20.1,20.9,16.7,0.119,0.168,0.206,0.274,1,3600.0,897.0,714.0,183.0,768.3,897.0,1230.3,917.3,730.1,187.1,768.3,917.3,1258.1
40.105446,-7.563019,472.0,2022-06-26T12:00,19.8,35,4.0,18.8,0.0,0.0,0.0,0.0,0,1014.6,960.5,0,0,0,0,0.59,1.49,12.5,15.5,314,316,39.6,26.0,19.6,20.7,16.8,0.105,0.165,0.207,0.274,1,3600.0,961.0,851.0,110.0,916.0,961.0,1229.7,982.8,870.3,112.5,916.0,982.8,1257.6
40.105446,-7.563019,472.0,2022-06-27T12:00,22.7,32,5.1,22.2,0.0,0.0,0.0,0.0,0,1019.0,965.2,0,0,0,0,0.63,1.88,10.8,13.5,15,16,31.0,27.9,19.9,20.5,16.8,0.096,0.163,0.205,0.273,1,3600.0,957.0,845.0,112.0,909.9,957.0,1229.1,978.8,864.3,114.6,909.9,978.8,1257.1
40.105446,-7.563019,472.0,2022-06-28T12:00,27.2,23,4.3,27.9,0.0,0.0,0.0,0.0,0,1018.4,965.4,0,0,0,0,0.67,2.78,3.8,4.9,253,253,19.8,32.6,21.5,20.5,16.9,0.088,0.158,0.204,0.273,1,3600.0,955.0,846.0,109.0,911.4,955.0,1228.5,976.9,865.4,111.5,911.4,976.9,1256.6
40.105446,-7.563019,472.0,2022-06-29T12:00,22.7,49,11.5,22.0,0.0,0.0,0.0,0.0,0,1016.1,962.5,4,4,0,0,0.57,1.4,20.3,26.1,293,296,50.0,29.8,22.2,20.6,17.0,0.084,0.155,0.201,0.273,1,3600.0,903.0,739.0,164.0,796.5,903.0,1227.8,923.8,756.0,167.8,796.5,923.8,1256.1
40.105446,-7.563019,472.0,2022-06-30T12:00,24.5,24,2.3,24.9,0.0,0.0,0.0,0.0,1,1015.4,962.1,22,0,0,74,0.62,2.35,2.5,3.3,8,6,30.6,30.7,21.9,20.7,17.0,0.085,0.155,0.2,0.272,1,3600.0,938.0,821.0,117.0,885.3,938.0,1227.1,959.7,840.0,119.7,885.3,959.7,1255.5
40.105446,-7.563019,472.0,2022-07-01T12:00,27.5,26,6.4,28.7,0.0,0.0,0.0,0.0,0,1015.6,962.8,0,0,0,0,0.66,2.7,2.9,3.7,83,79,22.0,32.7,22.8,20.8,17.1,0.084,0.154,0.199,0.272,1,3600.0,944.0,836.0,108.0,902.0,944.0,1226.4,965.9,855.4,110.5,902.0,965.9,1254.9
40.105446,-7.563019,472.0,2022-07-02T12:00,31.7,23,7.8,32.3,0.0,0.0,0.0,0.0,0,1015.7,963.6,0,0,0,0,0.65,3.62,4.7,5.4,157,160,20.5,35.9,24.9,21.1,17.2,0.082,0.153,0.198,0.272,1,3600.0,844.0,549.0,295.0,592.6,844.0,1225.7,863.7,561.8,301.9,592.6,863.7,1254.3
40.105446,-7.563019,472.0,2022-07-03T12:00,28.4,36,11.7,29.4,0.0,0.0,0.0,0.0,0,1016.8,964.1,5,0,8,0,0.69,2.5,11.5,14.0,180,181,27.0,34.8,26.3,21.5,17.2,0.094,0.154,0.197,0.271,1,3600.0,921.0,810.0,111.0,874.9,921.0,1224.9,942.6,829.0,113.6,874.9,942.6,1253.6
40.105446,-7.563019,472.0,2022-07-04T12:00,29.0,36,12.6,30.5,0.0,0.0,0.0,0.0,0,1017.4,964.8,2,2,0,0,0.69,2.55,10.5,12.3,176,177,32.0,35.3,26.3,21.9,17.3,0.101,0.156,0.198,0.271,1,3600.0,929.0,820.0,109.0,886.3,929.0,1224.1,950.8,839.3,111.6,886.3,950.8,1252.9
40.105446,-7.563019,472.0,2022-07-05T12:00,30.7,27,9.5,31.3,0.0,0.0,0.0,0.0,0,1016.7,964.4,0,0,0,1,0.72,3.24,9.8,11.8,208,207,25.2,35.4,26.4,22.3,17.4,0.1,0.156,0.2,0.271,1,3600.0,927.0,812.0,115.0,878.3,927.0,1223.3,948.9,831.2,117.7,878.3,948.9,1252.2
