index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,40.246044,-7.2050476,504.0,2010-06-01 00:00:00,19.5,84,16.7,21.0,0.0,0.0,0.0,0.0,1,1018.5,960.6,29,0,0,98,0.0,0.37,6.5,10.1,326,325,14.0,18.7,20.8,15.6,11.9,0.214,0.281,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,40.246044,-7.2050476,504.0,2010-06-01 01:00:00,19.2,85,16.5,20.5,0.0,0.0,0.0,0.0,1,1018.0,960.1,27,0,0,90,0.0,0.34,6.6,10.0,331,334,14.0,18.1,20.5,15.7,11.9,0.214,0.281,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,40.246044,-7.2050476,504.0,2010-06-01 02:00:00,18.9,85,16.4,20.2,0.0,0.0,0.0,0.0,0,1017.6,959.7,19,0,0,62,0.0,0.33,6.4,10.1,333,343,14.0,17.6,20.3,15.7,11.9,0.215,0.281,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,40.246044,-7.2050476,504.0,2010-06-01 03:00:00,18.2,87,16.1,19.4,0.0,0.0,0.0,0.0,0,1017.2,959.2,14,0,0,45,0.0,0.27,6.3,9.8,336,352,13.3,17.0,20.0,15.7,11.9,0.215,0.28,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,40.246044,-7.2050476,504.0,2010-06-01 04:00:00,17.4,89,15.6,18.4,0.0,0.0,0.0,0.0,0,1017.0,958.8,20,0,0,65,0.0,0.21,6.2,10.4,339,358,13.3,16.6,19.7,15.7,11.9,0.215,0.28,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,40.246044,-7.2050476,504.0,2010-06-01 05:00:00,17.0,90,15.3,17.9,0.0,0.0,0.0,0.0,0,1016.9,958.6,7,0,0,22,0.0,0.19,6.0,10.9,343,6,13.3,16.2,19.4,15.7,11.9,0.216,0.28,0.319,0.391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,40.246044,-7.2050476,504.0,2010-06-01 06:00:00,17.5,89,15.7,18.4,0.0,0.0,0.0,0.0,0,1016.8,958.6,13,0,0,44,0.02,0.22,7.1,11.4,345,11,14.4,16.4,19.2,15.7,11.9,0.216,0.28,0.319,0.391,1,747.5,35.0,13.0,22.0,111.7,35.0,95.8,78.0,29.0,49.0,180.5,48.3,213.5,,,,,,
2224,2224,40.246044,-7.2050476,504.0,2010-06-01 07:00:00,20.2,86,17.7,22.0,0.0,0.0,0.0,0.0,1,1017.0,959.3,25,0,0,84,0.1,0.34,6.9,11.7,351,11,16.2,18.4,19.1,15.7,11.9,0.217,0.28,0.319,0.391,1,3600.0,175.0,107.0,68.0,423.1,175.0,336.5,238.9,146.0,92.8,423.1,238.9,459.2,,,,,,
2223,2223,40.246044,-7.2050476,504.0,2010-06-01 08:00:00,24.3,63,16.9,26.0,0.0,0.0,0.0,0.0,1,1016.9,960.0,27,0,0,90,0.24,1.11,5.1,7.7,8,11,15.8,22.1,19.2,15.8,11.9,0.217,0.28,0.319,0.391,1,3600.0,357.0,247.0,110.0,567.6,357.0,578.9,429.0,296.8,132.2,567.6,429.0,695.7,,,,,,
2222,2222,40.246044,-7.2050476,504.0,2010-06-01 09:00:00,26.0,54,15.9,27.4,0.0,0.0,0.0,0.0,1,1016.7,960.1,27,0,0,90,0.38,1.55,4.6,5.9,51,47,15.8,23.7,19.4,15.8,11.9,0.216,0.28,0.319,0.391,1,3600.0,553.0,444.0,109.0,734.8,553.0,803.9,623.7,500.7,122.9,734.8,623.7,906.6,,,,,,
