index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,40.597538,-7.892517,368.0,2010-03-18 00:00:00,10.4,72,5.6,7.9,0.0,0.0,0.0,0.0,3,1021.1,977.0,88,0,99,96,0.02,0.35,9.8,19.2,156,172,18.4,9.3,10.3,8.8,10.0,0.327,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,40.597538,-7.892517,368.0,2010-03-18 01:00:00,10.8,72,5.9,8.6,0.0,0.0,0.0,0.0,2,1021.0,977.0,64,1,100,11,0.01,0.37,8.3,21.5,162,171,20.5,9.3,10.2,8.8,10.0,0.328,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,40.597538,-7.892517,368.0,2010-03-18 02:00:00,10.6,79,7.1,8.5,0.0,0.0,0.0,0.0,3,1020.5,976.5,84,3,98,75,0.01,0.27,9.2,17.7,138,156,20.2,9.4,10.1,8.8,10.0,0.329,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,40.597538,-7.892517,368.0,2010-03-18 03:00:00,11.5,74,7.0,9.7,0.0,0.0,0.0,0.0,3,1019.9,976.0,90,2,98,98,0.01,0.35,7.2,15.4,117,147,17.3,9.4,10.0,8.8,10.0,0.329,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,40.597538,-7.892517,368.0,2010-03-18 04:00:00,10.4,79,6.9,8.4,0.0,0.0,0.0,0.0,3,1020.3,976.2,84,0,92,97,0.01,0.26,8.3,16.6,178,176,20.2,9.2,10.0,8.8,10.0,0.33,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,40.597538,-7.892517,368.0,2010-03-18 05:00:00,10.1,82,7.1,8.1,0.1,0.1,0.0,0.0,51,1020.4,976.3,89,0,98,100,0.0,0.23,8.8,17.9,161,170,20.5,9.0,9.9,8.8,10.0,0.331,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,40.597538,-7.892517,368.0,2010-03-18 06:00:00,9.6,84,7.0,7.6,0.0,0.0,0.0,0.0,2,1020.4,976.2,79,0,85,92,0.0,0.19,8.7,17.1,128,152,18.7,8.8,9.8,8.8,10.0,0.331,0.349,0.382,0.418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2224,2224,40.597538,-7.892517,368.0,2010-03-18 07:00:00,9.8,85,7.4,7.9,0.0,0.0,0.0,0.0,2,1020.6,976.4,72,0,86,67,0.03,0.19,8.7,17.1,132,152,18.4,8.8,9.7,8.8,10.0,0.331,0.349,0.382,0.418,1,0.0,2.0,0.0,2.0,0.0,2.0,28.9,5.4,0.0,5.4,0.0,1.7,77.7,,,,,,
2223,2223,40.597538,-7.892517,368.0,2010-03-18 08:00:00,11.1,83,8.4,9.6,0.0,0.0,0.0,0.0,2,1021.0,977.0,64,15,83,1,0.04,0.22,7.9,18.5,141,156,19.4,9.5,9.7,8.8,10.0,0.332,0.349,0.381,0.418,1,1575.58,51.0,19.0,32.0,117.2,51.0,213.0,82.7,30.8,51.9,123.3,78.6,345.3,,,,,,
2222,2222,40.597538,-7.892517,368.0,2010-03-18 09:00:00,12.9,77,9.0,11.2,0.0,0.0,0.0,0.0,2,1021.5,977.8,64,27,67,0,0.08,0.34,9.8,18.5,152,156,23.4,10.6,9.7,8.9,10.0,0.332,0.349,0.381,0.418,1,1111.9,114.0,33.0,81.0,97.1,114.0,469.8,142.8,41.3,101.4,97.1,142.8,588.3,,,,,,
2221,2221,40.597538,-7.892517,368.0,2010-03-18 10:00:00,14.4,73,9.6,12.3,0.0,0.0,0.0,0.0,2,1021.8,978.3,55,31,45,0,0.17,0.44,13.6,19.0,169,170,31.0,12.6,9.9,8.9,10.0,0.332,0.349,0.381,0.418,1,3600.0,312.0,184.0,128.0,366.6,312.0,693.5,355.5,209.7,145.9,366.6,355.5,790.3,,,,,,
2220,2220,40.597538,-7.892517,368.0,2010-03-18 11:00:00,15.6,72,10.7,13.5,0.0,0.0,0.0,0.0,1,1021.7,978.4,34,23,22,0,0.24,0.49,16.2,22.3,177,177,41.8,13.8,10.1,8.9,10.0,0.331,0.349,0.381,0.418,1,3600.0,448.0,261.0,187.0,415.0,448.0,869.0,483.2,281.5,201.7,415.0,483.2,937.3,,,,,,
2219,2219,40.597538,-7.892517,368.0,2010-03-18 12:00:00,16.3,67,10.2,13.7,0.0,0.0,0.0,0.0,2,1021.7,978.5,54,40,30,0,0.26,0.61,18.6,25.2,190,190,43.2,14.4,10.4,8.9,10.0,0.33,0.348,0.381,0.418,1,3600.0,462.0,233.0,229.0,327.1,462.0,984.2,478.5,241.3,237.2,327.1,478.5,1019.5,,,,,,
