index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,40.175747,-8.709656,63.0,2011-06-22T00:00,17.0,91,15.6,16.3,0.0,0.0,0.0,0.0,0,1020.8,1013.3,9,10,0,0,0.0,0.16,17.4,25.3,354,356,28.4,18.7,22.2,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,40.175747,-8.709656,63.0,2011-06-22T01:00,16.8,90,15.2,16.1,0.0,0.0,0.0,0.0,0,1020.5,1013.0,8,9,0,0,0.01,0.19,16.6,24.5,359,1,27.7,18.2,22.0,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,40.175747,-8.709656,63.0,2011-06-22T02:00,16.2,92,14.9,15.3,0.0,0.0,0.0,0.0,0,1020.3,1012.7,8,9,0,0,0.0,0.15,17.3,25.9,359,360,27.4,17.7,21.8,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,40.175747,-8.709656,63.0,2011-06-22T03:00,16.0,91,14.6,14.7,0.0,0.0,0.0,0.0,0,1020.3,1012.7,15,9,0,22,0.01,0.16,19.1,28.1,360,1,30.2,17.4,21.6,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,40.175747,-8.709656,63.0,2011-06-22T04:00,15.6,93,14.4,14.4,0.0,0.0,0.0,0.0,1,1019.9,1012.3,37,14,0,80,0.0,0.13,17.7,26.8,5,5,31.0,16.9,21.4,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,40.175747,-8.709656,63.0,2011-06-22T05:00,15.3,93,14.1,14.3,0.0,0.0,0.0,0.0,1,1020.3,1012.7,33,6,0,92,0.0,0.13,16.3,25.0,5,7,30.6,16.6,21.2,19.4,16.9,0.049,0.095,0.143,0.231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,40.175747,-8.709656,63.0,2011-06-22T06:00,15.5,90,13.9,14.2,0.0,0.0,0.0,0.0,1,1020.5,1012.9,30,6,0,82,0.02,0.17,16.9,24.5,2,4,32.0,16.7,21.0,19.4,16.9,0.049,0.095,0.143,0.231,1,165.44,27.0,8.0,19.0,73.8,27.0,84.9,60.9,18.0,42.8,124.8,36.0,191.4
2224,40.175747,-8.709656,63.0,2011-06-22T07:00,16.8,81,13.5,15.2,0.0,0.0,0.0,0.0,1,1021.0,1013.5,24,1,0,77,0.09,0.36,18.0,23.4,2,3,29.2,17.7,20.9,19.4,16.9,0.049,0.095,0.143,0.231,1,3414.79,128.0,41.0,87.0,173.8,128.0,312.4,177.7,56.9,120.8,173.8,177.7,433.6
2223,40.175747,-8.709656,63.0,2011-06-22T08:00,18.3,68,12.2,16.0,0.0,0.0,0.0,0.0,0,1021.3,1013.8,16,1,0,52,0.19,0.68,19.8,25.2,359,360,33.5,19.6,20.8,19.4,17.0,0.049,0.094,0.143,0.231,1,3600.0,293.0,144.0,149.0,345.0,293.0,552.7,354.9,174.4,180.5,345.0,354.9,669.5
2222,40.175747,-8.709656,63.0,2011-06-22T09:00,19.8,58,11.4,17.2,0.0,0.0,0.0,0.0,0,1021.6,1014.1,12,0,0,40,0.32,0.97,21.0,26.3,355,357,36.7,22.1,20.9,19.4,17.0,0.049,0.094,0.142,0.231,1,3600.0,517.0,388.0,129.0,659.9,517.0,778.6,586.2,439.9,146.3,659.9,586.2,882.8
