index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2183,2183,41.370823,-7.241394,301.0,2021-12-29T00:00,11.9,94,11.0,11.0,0.0,0.0,0.0,0.0,3,1025.6,989.4,100,100,0,54,0.0,0.08,8.1,17.2,193,213,20.5,12.6,12.6,11.4,14.6,0.373,0.369,0.222,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,2182,41.370823,-7.241394,301.0,2021-12-29T01:00,12.3,92,11.1,11.6,0.0,0.0,0.0,0.0,3,1025.3,989.1,100,100,0,89,0.0,0.11,7.3,14.5,171,194,19.1,12.4,12.6,11.4,14.6,0.372,0.368,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,2181,41.370823,-7.241394,301.0,2021-12-29T02:00,12.4,91,11.1,11.7,0.0,0.0,0.0,0.0,3,1024.9,988.8,100,100,0,83,0.0,0.12,7.3,15.2,169,173,17.3,12.4,12.5,11.4,14.6,0.372,0.368,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,2180,41.370823,-7.241394,301.0,2021-12-29T03:00,12.4,92,11.1,11.8,0.1,0.1,0.0,0.0,51,1025.4,989.2,100,100,0,85,0.0,0.11,5.9,12.5,191,192,16.9,12.3,12.5,11.4,14.6,0.372,0.368,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,2179,41.370823,-7.241394,301.0,2021-12-29T04:00,12.3,94,11.3,11.6,0.0,0.0,0.0,0.0,3,1024.7,988.6,100,100,0,85,0.0,0.09,7.2,14.3,153,170,16.2,12.3,12.5,11.5,14.6,0.372,0.367,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,2178,41.370823,-7.241394,301.0,2021-12-29T05:00,12.4,95,11.6,11.9,0.1,0.1,0.0,0.0,51,1024.7,988.6,96,100,0,19,0.0,0.08,6.5,14.1,186,184,17.3,12.3,12.4,11.5,14.6,0.372,0.367,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,2177,41.370823,-7.241394,301.0,2021-12-29T06:00,12.5,95,11.8,12.1,0.1,0.1,0.0,0.0,51,1024.6,988.5,100,100,0,44,0.0,0.07,6.3,13.0,167,178,16.9,12.3,12.4,11.5,14.6,0.372,0.367,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,2176,41.370823,-7.241394,301.0,2021-12-29T07:00,12.4,96,11.8,11.7,0.0,0.0,0.0,0.0,3,1024.5,988.4,94,75,0,90,0.0,0.06,8.9,17.8,166,173,20.2,12.2,12.4,11.5,14.6,0.372,0.366,0.223,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,2175,41.370823,-7.241394,301.0,2021-12-29T08:00,12.6,94,11.7,11.8,0.0,0.0,0.0,0.0,1,1024.7,988.6,43,41,1,20,0.0,0.09,9.0,18.4,180,183,22.3,12.2,12.3,11.5,14.6,0.372,0.366,0.224,0.303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2174,2174,41.370823,-7.241394,301.0,2021-12-29T09:00,13.1,92,11.8,12.6,0.0,0.0,0.0,0.0,3,1025.2,989.1,90,98,0,6,0.02,0.12,7.2,14.6,177,189,20.9,12.3,12.3,11.5,14.6,0.371,0.366,0.224,0.303,1,0.0,19.0,6.0,13.0,51.9,19.0,114.3,36.9,11.7,25.3,74.2,25.8,222.1
2173,2173,41.370823,-7.241394,301.0,2021-12-29T10:00,14.1,90,12.4,13.9,0.0,0.0,0.0,0.0,1,1025.6,989.7,48,52,0,5,0.05,0.16,6.3,12.6,149,185,16.9,12.8,12.3,11.5,14.6,0.371,0.365,0.224,0.303,1,747.16,83.0,19.0,64.0,84.9,83.0,316.5,105.7,24.2,81.5,84.9,105.7,403.1
2172,2172,41.370823,-7.241394,301.0,2021-12-29T11:00,15.9,83,13.1,15.6,0.0,0.0,0.0,0.0,2,1025.8,990.1,54,28,0,97,0.12,0.3,8.6,12.7,158,165,21.2,13.8,12.4,11.5,14.6,0.37,0.365,0.224,0.303,1,3600.0,244.0,139.0,105.0,416.5,244.0,472.1,274.7,156.5,118.2,416.5,274.7,531.5
2171,2171,41.370823,-7.241394,301.0,2021-12-29T12:00,15.1,86,12.7,14.9,0.0,0.0,0.0,0.0,3,1026.1,990.3,100,100,0,86,0.13,0.24,7.3,10.2,171,172,29.9,13.2,12.1,11.5,14.6,0.373,0.364,0.224,0.303,1,3600.0,263.0,144.0,119.0,357.0,263.0,570.4,276.0,151.1,124.9,357.0,276.0,598.6
2170,2170,41.370823,-7.241394,301.0,2021-12-29T13:00,15.6,84,12.9,15.3,0.0,0.0,0.0,0.0,3,1025.8,990.0,100,100,0,88,0.07,0.29,8.0,11.5,190,194,19.4,13.6,12.2,11.5,14.6,0.372,0.364,0.224,0.303,1,0.0,95.0,0.0,95.0,0.0,95.0,604.9,94.2,0.0,94.2,0.0,94.2,600.0
2169,2169,41.370823,-7.241394,301.0,2021-12-29T14:00,16.0,83,13.2,16.1,0.0,0.0,0.0,0.0,3,1025.2,989.5,100,100,0,94,0.07,0.3,6.3,9.8,204,208,19.1,13.9,12.3,11.6,14.6,0.372,0.364,0.224,0.303,1,0.0,86.0,1.0,85.0,2.5,86.0,573.1,80.3,0.9,79.4,2.5,80.3,535.4
2168,2168,41.370823,-7.241394,301.0,2021-12-29T15:00,16.9,79,13.2,17.0,0.0,0.0,0.0,0.0,2,1024.6,989.0,62,40,0,86,0.12,0.41,6.1,8.4,208,211,16.9,14.6,12.5,11.6,14.6,0.372,0.364,0.225,0.303,1,3600.0,209.0,118.0,91.0,349.8,209.0,477.2,179.2,101.2,78.0,349.8,179.2,409.2
2167,2167,41.370823,-7.241394,301.0,2021-12-29T16:00,16.5,82,13.4,17.2,0.0,0.0,0.0,0.0,1,1024.3,988.7,30,18,0,45,0.07,0.34,3.0,6.5,194,199,15.1,14.7,12.6,11.6,14.6,0.371,0.363,0.225,0.303,1,3600.0,146.0,85.0,61.0,371.4,146.0,323.7,103.8,60.4,43.4,371.4,103.8,230.2
2166,2166,41.370823,-7.241394,301.0,2021-12-29T17:00,15.9,81,12.7,16.2,0.0,0.0,0.0,0.0,1,1024.2,988.5,28,24,0,20,0.02,0.34,3.9,4.7,158,171,9.0,13.9,12.7,11.6,14.6,0.37,0.363,0.225,0.303,1,2153.02,53.0,30.0,23.0,253.1,53.0,123.2,4.5,2.5,1.9,29.0,3.3,10.4
2165,2165,41.370823,-7.241394,301.0,2021-12-29T18:00,14.7,87,12.5,14.9,0.0,0.0,0.0,0.0,1,1024.1,988.3,42,39,0,23,0.0,0.22,3.3,4.3,139,132,7.9,12.9,12.7,11.6,14.6,0.37,0.363,0.225,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,2164,41.370823,-7.241394,301.0,2021-12-29T19:00,13.5,92,12.3,13.7,0.0,0.0,0.0,0.0,3,1024.3,988.3,100,87,0,84,0.0,0.12,3.3,5.0,167,120,7.9,12.0,12.7,11.6,14.6,0.37,0.362,0.225,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
