index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2183,41.51142,-7.7809753,682.0,2020-02-28T00:00,6.4,99,6.3,5.0,0.0,0.0,0.0,0.0,2,1026.8,945.3,58,64,0,0,0.0,0.01,2.9,2.0,150,225,14.8,8.6,8.8,8.2,9.0,0.36,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,41.51142,-7.7809753,682.0,2020-02-28T01:00,5.0,97,4.5,3.2,0.0,0.0,0.0,0.0,1,1026.0,944.2,30,21,4,30,0.0,0.03,2.8,2.2,140,171,13.7,7.7,8.8,8.2,9.0,0.361,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,41.51142,-7.7809753,682.0,2020-02-28T02:00,3.7,92,2.4,1.4,0.0,0.0,0.0,0.0,0,1025.3,943.2,12,13,0,0,0.0,0.07,3.6,2.7,143,203,11.2,6.9,8.6,8.2,9.0,0.361,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,41.51142,-7.7809753,682.0,2020-02-28T03:00,4.0,80,0.9,1.6,0.0,0.0,0.0,0.0,1,1024.7,942.7,24,7,0,58,0.0,0.16,2.8,2.8,140,220,11.2,6.1,8.5,8.2,9.0,0.361,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,41.51142,-7.7809753,682.0,2020-02-28T04:00,4.5,67,-1.0,1.9,0.0,0.0,0.0,0.0,1,1024.0,942.2,28,3,0,86,0.0,0.28,2.3,1.9,129,202,10.4,5.4,8.3,8.2,9.0,0.362,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,41.51142,-7.7809753,682.0,2020-02-28T05:00,5.6,54,-3.0,2.7,0.0,0.0,0.0,0.0,1,1023.4,941.9,26,2,0,79,0.0,0.42,2.1,0.4,121,270,9.4,4.9,8.1,8.2,9.0,0.362,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,41.51142,-7.7809753,682.0,2020-02-28T06:00,6.7,45,-4.6,3.7,0.0,0.0,0.0,0.0,1,1023.1,942.0,26,2,0,81,0.0,0.54,1.3,2.5,124,278,8.6,4.5,7.8,8.3,9.0,0.362,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,41.51142,-7.7809753,682.0,2020-02-28T07:00,5.4,48,-4.7,2.4,0.0,0.0,0.0,0.0,1,1023.1,941.6,32,5,0,90,0.0,0.47,1.9,3.0,112,284,9.4,4.1,7.6,8.2,9.0,0.362,0.373,0.392,0.413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,41.51142,-7.7809753,682.0,2020-02-28T08:00,5.0,67,-0.6,2.6,0.0,0.0,0.0,0.0,1,1022.8,941.2,36,6,2,97,0.01,0.29,1.6,2.3,117,288,9.4,4.2,7.4,8.2,9.0,0.362,0.373,0.392,0.413,1,808.86,35.0,14.0,21.0,126.6,35.0,94.1,76.8,30.7,46.1,207.4,46.9,206.7
2174,41.51142,-7.7809753,682.0,2020-02-28T09:00,8.9,54,0.1,6.4,0.0,0.0,0.0,0.0,1,1022.7,942.2,43,6,14,97,0.08,0.52,2.2,0.4,81,90,10.1,5.6,7.2,8.2,9.0,0.362,0.372,0.392,0.413,1,3600.0,194.0,127.0,67.0,536.3,194.0,330.3,263.4,172.4,91.0,536.3,263.4,448.4
2173,41.51142,-7.7809753,682.0,2020-02-28T10:00,11.2,51,1.3,9.0,0.0,0.0,0.0,0.0,1,1022.4,942.6,30,0,1,99,0.17,0.66,2.1,2.9,59,83,12.2,7.5,7.2,8.2,9.0,0.362,0.372,0.392,0.413,1,3600.0,362.0,261.0,101.0,657.6,362.0,553.6,425.5,306.8,118.7,657.6,425.5,650.7
2172,41.51142,-7.7809753,682.0,2020-02-28T11:00,13.1,42,0.6,10.9,0.0,0.0,0.0,0.0,1,1021.1,941.9,30,0,0,99,0.27,0.87,1.0,1.6,45,117,13.3,9.4,7.3,8.2,9.0,0.361,0.372,0.391,0.413,1,3600.0,533.0,432.0,101.0,825.1,533.0,730.3,583.7,473.1,110.6,825.1,583.7,799.8
