latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
41.23023,-7.994293,346.0,2012-06-07T00:00,15.5,91,14.0,15.3,0.5,0.5,0.0,0.0,53,1008.7,968.4,100,98,59,20,0.0,0.16,10.2,17.1,225,224,44.6,17.3,18.9,17.1,12.4,0.223,0.231,0.303,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T01:00,15.4,90,13.8,15.0,0.5,0.5,0.0,0.0,53,1008.2,967.9,100,97,58,3,0.0,0.17,11.0,18.8,212,212,47.5,17.0,18.7,17.1,12.4,0.23,0.231,0.303,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T02:00,15.0,89,13.2,14.3,0.4,0.4,0.0,0.0,51,1007.8,967.5,100,91,51,0,0.0,0.19,12.2,21.4,204,207,50.4,16.7,18.6,17.1,12.4,0.238,0.231,0.303,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T03:00,14.7,88,12.8,13.8,0.1,0.1,0.0,0.0,51,1007.2,966.8,100,88,46,0,0.0,0.2,12.4,22.6,206,209,47.9,16.4,18.4,17.1,12.4,0.242,0.231,0.303,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T04:00,14.4,88,12.4,13.4,0.3,0.3,0.0,0.0,51,1006.7,966.3,91,66,53,0,0.0,0.2,12.1,22.0,210,212,38.2,16.1,18.3,17.1,12.4,0.242,0.231,0.303,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T05:00,14.4,88,12.5,13.5,1.0,1.0,0.0,0.0,55,1007.1,966.7,100,100,36,0,0.0,0.19,11.5,20.9,231,229,41.4,16.0,18.1,17.1,12.4,0.245,0.231,0.303,0.321,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.23023,-7.994293,346.0,2012-06-07T06:00,14.3,92,13.0,13.6,1.4,1.4,0.0,0.0,61,1007.6,967.2,100,100,41,0,0.02,0.13,11.4,19.4,246,248,50.4,15.9,18.0,17.1,12.4,0.253,0.231,0.303,0.321,1,0.0,13.0,4.0,9.0,34.1,13.0,98.1,28.6,8.8,19.8,54.1,18.0,215.5
41.23023,-7.994293,346.0,2012-06-07T07:00,14.9,96,14.3,14.7,0.8,0.8,0.0,0.0,53,1008.2,967.8,97,91,25,0,0.03,0.06,10.8,18.4,266,271,46.4,16.3,17.9,17.0,12.4,0.259,0.232,0.303,0.321,1,0.0,34.0,5.0,29.0,19.8,34.0,335.7,46.2,6.8,39.4,19.8,46.2,455.9
41.23023,-7.994293,346.0,2012-06-07T08:00,15.4,97,14.9,15.5,0.3,0.3,0.0,0.0,51,1008.9,968.6,82,69,34,0,0.05,0.06,10.1,15.9,270,276,41.8,16.8,17.8,17.0,12.4,0.261,0.232,0.303,0.321,1,0.0,73.0,21.0,52.0,48.6,73.0,573.4,87.6,25.2,62.4,48.6,87.6,688.3
41.23023,-7.994293,346.0,2012-06-07T09:00,16.3,96,15.6,17.0,0.1,0.1,0.0,0.0,51,1009.5,969.3,70,71,10,0,0.12,0.08,8.3,11.5,268,270,37.4,17.6,17.8,17.0,12.4,0.262,0.232,0.303,0.321,1,1005.6,215.0,56.0,159.0,93.5,215.0,795.2,242.5,63.2,179.3,93.5,242.5,896.9
