index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2159,41.300526,-7.3601074,489.0,2003-03-03T00:00,10.6,96,10.1,9.2,0.0,0.0,0.0,0.0,3,1025.5,967.2,100,100,29,88,0.0,0.05,10.0,20.2,229,239,29.9,9.4,8.9,7.6,8.5,0.392,0.399,0.387,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,41.300526,-7.3601074,489.0,2003-03-03T01:00,10.9,97,10.4,9.5,0.0,0.0,0.0,0.0,3,1025.2,967.0,100,100,16,87,0.0,0.04,10.5,20.6,232,241,31.3,9.5,8.9,7.6,8.5,0.392,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,41.300526,-7.3601074,489.0,2003-03-03T02:00,11.0,96,10.4,9.7,0.0,0.0,0.0,0.0,3,1025.7,967.5,100,100,6,84,0.0,0.05,10.0,19.0,232,241,31.3,9.6,8.9,7.6,8.5,0.392,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,41.300526,-7.3601074,489.0,2003-03-03T03:00,11.1,96,10.4,9.7,0.0,0.0,0.0,0.0,3,1025.2,967.0,100,99,1,81,0.0,0.06,10.2,19.5,228,236,30.2,9.6,8.9,7.6,8.5,0.391,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,41.300526,-7.3601074,489.0,2003-03-03T04:00,10.9,96,10.3,9.5,0.0,0.0,0.0,0.0,3,1025.3,967.1,100,99,5,84,0.0,0.05,10.8,19.6,233,238,29.9,9.6,8.9,7.6,8.5,0.391,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,41.300526,-7.3601074,489.0,2003-03-03T05:00,10.8,96,10.1,9.3,0.0,0.0,0.0,0.0,3,1025.6,967.3,100,100,19,86,0.0,0.05,10.4,19.7,236,242,28.1,9.6,9.0,7.6,8.5,0.39,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,41.300526,-7.3601074,489.0,2003-03-03T06:00,10.7,95,9.9,9.3,0.0,0.0,0.0,0.0,3,1026.0,967.7,100,100,17,89,0.0,0.06,9.7,18.0,239,244,25.9,9.6,9.0,7.6,8.5,0.39,0.398,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,41.300526,-7.3601074,489.0,2003-03-03T07:00,10.7,93,9.6,9.4,0.0,0.0,0.0,0.0,3,1026.5,968.1,100,99,0,85,0.0,0.09,8.4,16.6,245,248,28.1,9.5,9.0,7.7,8.5,0.389,0.397,0.388,0.379,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,41.300526,-7.3601074,489.0,2003-03-03T08:00,10.7,92,9.5,9.5,0.0,0.0,0.0,0.0,3,1026.8,968.4,100,99,0,84,0.02,0.1,7.6,14.7,245,253,25.9,9.5,9.0,7.7,8.5,0.389,0.397,0.388,0.379,1,0.0,18.0,2.0,16.0,16.4,18.0,110.1,38.9,4.3,34.6,25.3,25.2,238.0
2150,41.300526,-7.3601074,489.0,2003-03-03T09:00,11.2,87,9.0,9.4,0.0,0.0,0.0,0.0,3,1027.7,969.4,100,99,0,88,0.05,0.18,10.6,16.3,260,262,27.4,9.9,9.0,7.7,8.5,0.389,0.397,0.388,0.379,1,0.0,74.0,9.0,65.0,34.7,74.0,361.6,98.1,11.9,86.2,34.7,98.1,479.6
