index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2183,40.667835,-8.158661,575.0,2007-01-19T00:00,7.5,100,7.5,6.6,0.0,0.0,0.0,0.0,3,1037.4,967.7,90,100,0,0,0.0,0.0,1.8,2.3,90,129,6.5,8.0,9.2,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,40.667835,-8.158661,575.0,2007-01-19T01:00,7.0,100,7.0,5.8,0.0,0.0,0.0,0.0,3,1037.0,967.2,90,100,0,0,0.0,0.0,3.1,3.0,69,104,7.6,7.8,9.1,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,40.667835,-8.158661,575.0,2007-01-19T02:00,6.3,100,6.3,4.6,0.0,0.0,0.0,0.0,3,1036.8,966.9,90,100,0,0,0.0,0.0,5.0,5.1,69,82,9.4,7.6,9.0,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,40.667835,-8.158661,575.0,2007-01-19T03:00,6.5,100,6.5,4.6,0.0,0.0,0.0,0.0,3,1036.7,966.8,90,100,0,0,0.0,0.0,6.8,9.1,65,72,13.0,7.6,8.9,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,40.667835,-8.158661,575.0,2007-01-19T04:00,6.4,100,6.3,4.4,0.0,0.0,0.0,0.0,3,1035.9,966.0,90,100,0,0,0.0,0.0,7.2,12.5,63,72,15.1,7.6,8.8,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,40.667835,-8.158661,575.0,2007-01-19T05:00,6.4,99,6.3,4.2,0.0,0.0,0.0,0.0,3,1035.4,965.6,90,100,0,0,0.0,0.01,8.0,14.3,63,72,16.2,7.6,8.8,9.2,11.9,0.365,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,40.667835,-8.158661,575.0,2007-01-19T06:00,6.3,99,6.2,4.0,0.0,0.0,0.0,0.0,3,1035.2,965.4,90,100,0,0,0.0,0.01,8.9,16.3,63,72,17.6,7.5,8.7,9.2,11.9,0.364,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,40.667835,-8.158661,575.0,2007-01-19T07:00,6.6,99,6.5,4.3,0.0,0.0,0.0,0.0,3,1035.1,965.4,90,100,0,0,0.0,0.01,9.3,17.3,62,69,21.6,7.6,8.6,9.2,11.9,0.364,0.366,0.363,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,40.667835,-8.158661,575.0,2007-01-19T08:00,6.8,98,6.5,4.5,0.0,0.0,0.0,0.0,3,1035.3,965.6,95,100,0,16,0.0,0.02,9.3,17.8,62,69,21.6,7.6,8.6,9.2,11.9,0.364,0.366,0.363,0.403,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6
2174,40.667835,-8.158661,575.0,2007-01-19T09:00,7.4,96,6.8,5.1,0.0,0.0,0.0,0.0,3,1035.5,965.9,98,99,0,28,0.01,0.04,9.8,17.2,66,70,22.0,7.8,8.5,9.2,11.9,0.364,0.366,0.363,0.403,1,0.0,34.0,6.0,28.0,48.6,34.0,129.5,64.1,11.3,52.8,65.5,47.6,244.1
2173,40.667835,-8.158661,575.0,2007-01-19T10:00,9.1,92,7.8,7.1,0.0,0.0,0.0,0.0,2,1035.9,966.7,71,69,0,30,0.05,0.09,9.7,15.6,68,71,23.0,8.9,8.6,9.2,11.8,0.364,0.366,0.363,0.403,1,2733.89,130.0,37.0,93.0,151.1,130.0,345.9,165.4,47.1,118.3,151.1,165.4,440.1
2172,40.667835,-8.158661,575.0,2007-01-19T11:00,11.2,83,8.4,9.4,0.0,0.0,0.0,0.0,0,1035.4,966.7,14,13,0,8,0.11,0.23,9.2,13.0,69,71,23.0,10.3,8.7,9.2,11.8,0.363,0.366,0.363,0.403,1,3600.0,246.0,122.0,124.0,333.4,246.0,517.0,278.0,137.9,140.1,333.4,278.0,584.3
2171,40.667835,-8.158661,575.0,2007-01-19T12:00,12.8,78,9.1,11.4,0.0,0.0,0.0,0.0,0,1034.5,966.3,4,5,0,0,0.17,0.32,8.0,10.5,72,74,22.7,11.6,8.9,9.2,11.8,0.362,0.365,0.363,0.403,1,3600.0,360.0,277.0,83.0,620.2,360.0,631.1,380.4,292.7,87.7,620.2,380.4,666.9
2170,40.667835,-8.158661,575.0,2007-01-19T13:00,14.5,72,9.6,13.5,0.0,0.0,0.0,0.0,0,1033.4,965.6,2,2,0,0,0.24,0.45,6.0,8.2,73,75,20.2,13.1,9.2,9.3,11.8,0.361,0.365,0.363,0.403,1,3600.0,475.0,396.0,79.0,822.4,475.0,680.4,476.3,397.1,79.2,822.4,476.3,682.3
2169,40.667835,-8.158661,575.0,2007-01-19T14:00,15.3,70,9.8,14.7,0.0,0.0,0.0,0.0,0,1032.4,964.8,0,0,0,0,0.24,0.52,3.8,4.8,73,77,17.3,14.0,9.5,9.3,11.8,0.36,0.365,0.362,0.403,1,3600.0,457.0,383.0,74.0,818.0,457.0,661.5,434.8,364.4,70.4,818.0,434.8,629.4
2168,40.667835,-8.158661,575.0,2007-01-19T15:00,15.5,69,9.9,15.1,0.0,0.0,0.0,0.0,0,1031.7,964.2,0,0,0,0,0.2,0.55,2.5,3.3,45,49,13.0,14.3,9.8,9.3,11.8,0.359,0.365,0.362,0.403,1,3600.0,389.0,320.0,69.0,785.2,389.0,575.8,345.8,284.4,61.3,785.2,345.8,511.8
2167,40.667835,-8.158661,575.0,2007-01-19T16:00,15.3,70,9.9,14.8,0.0,0.0,0.0,0.0,0,1031.3,963.8,1,1,0,0,0.13,0.52,2.9,3.6,30,37,10.1,14.0,10.1,9.3,11.8,0.358,0.364,0.362,0.403,1,3600.0,266.0,201.0,65.0,661.8,266.0,429.1,209.3,158.1,51.1,661.8,209.3,337.6
2166,40.667835,-8.158661,575.0,2007-01-19T17:00,14.3,76,10.2,13.7,0.0,0.0,0.0,0.0,0,1031.0,963.3,1,1,0,0,0.05,0.39,4.4,5.0,9,30,7.6,13.0,10.3,9.3,11.8,0.358,0.364,0.362,0.403,1,3600.0,121.0,82.0,39.0,500.8,121.0,231.4,62.0,42.0,20.0,482.3,62.0,118.6
2165,40.667835,-8.158661,575.0,2007-01-19T18:00,12.1,90,10.5,11.3,0.0,0.0,0.0,0.0,0,1031.0,962.8,1,1,0,0,0.01,0.15,6.3,7.0,24,35,6.8,11.5,10.3,9.3,11.8,0.358,0.364,0.362,0.403,0,7.72,10.0,5.0,5.0,63.8,10.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0
2164,40.667835,-8.158661,575.0,2007-01-19T19:00,10.0,92,8.8,8.7,0.0,0.0,0.0,0.0,0,1031.0,962.3,0,0,0,1,0.0,0.1,6.9,9.7,43,45,12.2,10.0,10.3,9.3,11.8,0.358,0.364,0.362,0.403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,40.667835,-8.158661,575.0,2007-01-19T20:00,8.4,95,7.7,6.7,0.0,0.0,0.0,0.0,0,1031.3,962.2,0,0,0,0,0.0,0.05,7.3,12.6,57,59,14.0,9.0,10.2,9.3,11.8,0.358,0.364,0.362,0.402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,40.667835,-8.158661,575.0,2007-01-19T21:00,7.1,97,6.7,5.1,0.0,0.0,0.0,0.0,0,1030.8,961.5,0,0,0,0,0.0,0.03,7.4,14.5,67,76,15.8,8.2,10.0,9.3,11.8,0.358,0.364,0.362,0.402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,40.667835,-8.158661,575.0,2007-01-19T22:00,6.3,98,5.9,4.1,0.0,0.0,0.0,0.0,0,1030.9,961.4,0,0,0,0,0.0,0.02,7.8,13.0,68,87,16.2,7.7,9.9,9.3,11.8,0.358,0.364,0.362,0.402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,40.667835,-8.158661,575.0,2007-01-19T23:00,5.6,98,5.3,3.4,0.0,0.0,0.0,0.0,0,1031.0,961.3,1,1,0,0,0.0,0.02,7.4,10.8,67,86,16.2,7.3,9.7,9.4,11.8,0.358,0.364,0.362,0.402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,40.667835,-8.158661,575.0,2007-01-20T00:00,5.1,98,4.9,2.8,0.0,0.0,0.0,0.0,1,1030.9,961.1,25,28,0,0,0.0,0.02,7.1,9.5,60,81,15.8,6.9,9.5,9.4,11.8,0.358,0.364,0.362,0.402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
