index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,2231,40.808434,-7.670471,673.0,2009-05-13T00:00,7.9,90,6.4,6.4,0.0,0.0,0.0,0.0,0,1017.2,937.9,9,6,6,0,0.0,0.1,4.3,6.8,265,267,10.8,10.1,13.0,12.8,9.8,0.311,0.253,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,2230,40.808434,-7.670471,673.0,2009-05-13T01:00,7.6,91,6.2,5.9,0.0,0.0,0.0,0.0,0,1016.9,937.5,7,6,2,0,0.0,0.1,5.4,7.2,270,270,10.8,9.4,12.8,12.8,9.8,0.31,0.253,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,2229,40.808434,-7.670471,673.0,2009-05-13T02:00,7.6,92,6.3,6.1,0.0,0.0,0.0,0.0,0,1016.8,937.4,2,2,0,0,0.0,0.09,4.0,5.8,275,274,10.8,8.7,12.6,12.8,9.8,0.31,0.254,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2228,40.808434,-7.670471,673.0,2009-05-13T03:00,7.1,94,6.2,5.9,0.0,0.0,0.0,0.0,1,1016.4,937.0,40,44,0,0,0.0,0.06,1.8,3.6,259,270,9.0,8.2,12.3,12.8,9.8,0.309,0.254,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2227,40.808434,-7.670471,673.0,2009-05-13T04:00,6.7,96,6.2,5.7,0.0,0.0,0.0,0.0,2,1016.4,936.8,76,84,1,0,0.0,0.04,0.8,1.8,117,270,7.6,7.7,12.0,12.8,9.8,0.308,0.254,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,2226,40.808434,-7.670471,673.0,2009-05-13T05:00,6.5,97,6.0,5.3,0.0,0.0,0.0,0.0,3,1016.5,936.9,91,100,1,0,0.0,0.03,1.5,1.1,135,198,7.6,7.4,11.8,12.8,9.8,0.307,0.254,0.277,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2225,40.808434,-7.670471,673.0,2009-05-13T06:00,6.2,97,5.8,5.0,0.0,0.0,0.0,0.0,3,1016.6,936.9,90,100,0,0,0.0,0.03,1.8,1.6,127,153,6.1,7.6,11.6,12.8,9.8,0.307,0.255,0.277,0.319,1,259.06,21.0,9.0,12.0,92.5,21.0,71.4,48.1,20.6,27.5,169.0,26.3,163.5
2224,2224,40.808434,-7.670471,673.0,2009-05-13T07:00,7.3,96,6.7,6.4,0.0,0.0,0.0,0.0,3,1017.2,937.7,91,100,1,0,0.04,0.04,0.8,2.1,153,239,9.4,9.5,11.5,12.8,9.8,0.306,0.255,0.277,0.319,1,1395.74,104.0,23.0,81.0,106.5,104.0,289.4,149.1,33.0,116.1,106.5,149.1,414.9
2223,2223,40.808434,-7.670471,673.0,2009-05-13T08:00,9.3,87,7.2,8.5,0.0,0.0,0.0,0.0,2,1017.2,938.3,70,62,0,49,0.11,0.16,1.0,1.8,225,217,10.4,11.2,11.5,12.8,9.8,0.305,0.255,0.277,0.319,1,2988.0,223.0,64.0,159.0,159.6,223.0,537.4,272.5,78.2,194.3,159.6,272.5,656.8
2222,2222,40.808434,-7.670471,673.0,2009-05-13T09:00,10.8,76,6.7,9.4,0.0,0.0,0.0,0.0,2,1017.0,938.5,65,45,1,79,0.18,0.31,4.0,4.8,243,243,13.3,12.5,11.5,12.7,9.8,0.304,0.255,0.277,0.319,1,3600.0,360.0,143.0,217.0,249.6,360.0,767.7,409.3,162.6,246.7,249.6,409.3,872.8
