index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,40.175747,-7.1949463,570.0,2015-06-29T00:00,23.1,63,15.6,24.0,0.0,0.0,0.0,0.0,0,1018.1,953.7,0,0,0,0,0.03,1.06,7.1,14.6,345,351,14.8,24.0,27.6,21.0,15.4,0.093,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,40.175747,-7.1949463,570.0,2015-06-29T01:00,22.2,67,15.7,23.1,0.0,0.0,0.0,0.0,0,1018.0,953.4,0,0,0,0,0.02,0.89,7.2,14.8,354,1,15.8,22.8,27.2,21.0,15.4,0.093,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,40.175747,-7.1949463,570.0,2015-06-29T02:00,21.7,68,15.5,22.5,0.0,0.0,0.0,0.0,0,1017.6,953.0,0,0,0,0,0.02,0.83,7.2,15.5,360,12,16.2,21.9,26.9,21.0,15.4,0.093,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,40.175747,-7.1949463,570.0,2015-06-29T03:00,21.4,68,15.2,22.0,0.0,0.0,0.0,0.0,0,1017.4,952.7,0,0,0,0,0.03,0.83,8.0,16.9,8,20,16.9,21.2,26.6,21.1,15.5,0.094,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,40.175747,-7.1949463,570.0,2015-06-29T04:00,21.2,67,14.8,21.5,0.0,0.0,0.0,0.0,0,1017.2,952.5,0,0,0,0,0.03,0.84,8.6,18.0,15,29,17.6,20.6,26.2,21.1,15.5,0.094,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,40.175747,-7.1949463,570.0,2015-06-29T05:00,21.1,65,14.2,21.2,0.0,0.0,0.0,0.0,0,1017.1,952.4,0,0,0,0,0.03,0.88,8.3,18.1,18,35,18.4,20.0,25.9,21.1,15.5,0.094,0.191,0.248,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,40.175747,-7.1949463,570.0,2015-06-29T06:00,21.9,61,13.9,22.0,0.0,0.0,0.0,0.0,0,1017.1,952.5,0,0,0,0,0.05,1.03,8.0,15.3,18,41,18.4,20.2,25.6,21.1,15.5,0.094,0.191,0.248,0.348,1,1675.64,40.0,22.0,18.0,192.4,40.0,92.6,89.4,49.2,40.2,314.5,54.7,207.0
2224,40.175747,-7.1949463,570.0,2015-06-29T07:00,25.0,50,13.9,25.1,0.0,0.0,0.0,0.0,0,1017.1,953.2,0,0,0,0,0.15,1.57,7.4,11.8,23,50,18.7,22.4,25.3,21.1,15.5,0.094,0.191,0.248,0.348,1,3600.0,192.0,137.0,55.0,552.4,192.0,328.2,263.0,187.6,75.3,552.4,263.0,449.5
2223,40.175747,-7.1949463,570.0,2015-06-29T08:00,29.8,34,12.2,29.7,0.0,0.0,0.0,0.0,0,1017.0,954.1,0,0,0,0,0.29,2.77,4.8,6.6,42,61,17.6,26.8,25.3,21.1,15.5,0.094,0.191,0.248,0.348,1,3600.0,384.0,309.0,75.0,719.7,384.0,568.2,462.5,372.1,90.3,719.7,462.5,684.3
2222,40.175747,-7.1949463,570.0,2015-06-29T09:00,33.0,23,8.8,32.2,0.0,0.0,0.0,0.0,0,1017.1,954.8,0,0,0,0,0.43,3.89,4.1,5.1,128,129,15.1,30.7,25.5,21.1,15.5,0.094,0.191,0.248,0.348,1,3600.0,576.0,487.0,89.0,813.3,576.0,792.5,650.9,550.3,100.6,813.3,650.9,895.4
2221,40.175747,-7.1949463,570.0,2015-06-29T10:00,34.9,19,7.8,34.3,0.0,0.0,0.0,0.0,0,1016.7,954.8,0,0,0,0,0.61,4.54,8.0,10.1,185,186,23.0,34.4,25.8,21.1,15.5,0.094,0.19,0.248,0.348,1,3600.0,745.0,646.0,99.0,867.3,745.0,985.7,807.6,700.3,107.3,867.3,807.6,1068.5
2220,40.175747,-7.1949463,570.0,2015-06-29T11:00,36.3,17,7.2,35.7,0.0,0.0,0.0,0.0,0,1016.5,954.9,0,0,0,0,0.77,5.01,11.7,14.6,189,189,30.6,37.2,26.2,21.2,15.5,0.093,0.19,0.247,0.348,1,3600.0,877.0,771.0,106.0,899.2,877.0,1134.7,921.1,809.8,111.3,899.2,921.1,1191.7
2219,40.175747,-7.1949463,570.0,2015-06-29T12:00,37.1,16,6.7,36.6,0.0,0.0,0.0,0.0,0,1016.0,954.5,0,0,0,0,0.85,5.33,13.1,16.4,189,189,34.6,39.1,26.7,21.2,15.5,0.093,0.19,0.247,0.348,1,3600.0,960.0,849.0,111.0,913.9,960.0,1229.3,981.4,867.9,113.5,913.9,981.4,1256.7
2218,40.175747,-7.1949463,570.0,2015-06-29T13:00,37.6,15,6.8,37.2,0.0,0.0,0.0,0.0,0,1015.4,954.1,0,0,0,0,0.88,5.5,13.4,16.7,194,194,35.3,40.5,27.2,21.2,15.5,0.093,0.189,0.247,0.348,1,3600.0,988.0,876.0,112.0,917.7,988.0,1263.2,984.8,873.1,111.6,917.7,984.8,1259.0
2217,40.175747,-7.1949463,570.0,2015-06-29T14:00,37.8,16,7.3,37.3,0.0,0.0,0.0,0.0,0,1014.8,953.5,0,0,0,0,0.86,5.52,13.4,16.7,200,199,34.9,41.4,27.7,21.2,15.5,0.093,0.189,0.247,0.348,1,3600.0,959.0,848.0,111.0,909.5,959.0,1233.9,931.5,823.7,107.8,909.5,931.5,1198.5
2216,40.175747,-7.1949463,570.0,2015-06-29T15:00,37.7,16,7.8,37.0,0.0,0.0,0.0,0.0,0,1014.2,953.0,1,0,0,3,0.8,5.45,13.2,16.4,206,206,33.8,41.6,28.1,21.2,15.5,0.093,0.189,0.247,0.348,1,3600.0,877.0,773.0,104.0,894.6,877.0,1143.4,827.7,729.6,98.2,894.6,827.7,1079.2
2215,40.175747,-7.1949463,570.0,2015-06-29T16:00,37.0,17,8.4,35.6,0.0,0.0,0.0,0.0,0,1014.0,952.7,7,0,9,6,0.66,5.18,12.5,15.5,224,222,32.4,40.7,28.5,21.3,15.5,0.092,0.189,0.247,0.348,1,3600.0,699.0,584.0,115.0,774.3,699.0,998.0,636.9,532.1,104.8,774.3,636.9,909.3
2214,40.175747,-7.1949463,570.0,2015-06-29T17:00,35.6,22,10.3,33.9,0.0,0.0,0.0,0.0,0,1013.8,952.2,11,0,10,16,0.49,4.55,12.0,15.2,249,248,29.5,38.9,28.9,21.3,15.5,0.092,0.188,0.246,0.348,1,3600.0,480.0,376.0,104.0,616.1,480.0,807.6,416.3,326.1,90.2,616.1,416.3,700.4
2213,40.175747,-7.1949463,570.0,2015-06-29T18:00,34.0,25,11.3,32.4,0.0,0.0,0.0,0.0,0,1013.9,952.0,6,0,3,13,0.4,3.98,14.0,18.4,269,269,28.1,36.8,29.1,21.3,15.5,0.092,0.188,0.246,0.348,1,3600.0,340.0,251.0,89.0,567.8,340.0,585.0,271.3,200.3,71.0,567.8,271.3,466.7
2212,40.175747,-7.1949463,570.0,2015-06-29T19:00,32.1,29,11.6,30.4,0.0,0.0,0.0,0.0,0,1014.2,951.9,1,0,2,0,0.28,3.41,14.7,21.3,292,292,31.7,34.5,29.2,21.3,15.5,0.093,0.188,0.246,0.348,1,3600.0,180.0,115.0,65.0,440.5,180.0,345.5,116.8,74.6,42.2,440.5,116.8,224.1
2211,40.175747,-7.1949463,570.0,2015-06-29T20:00,30.3,32,12.0,29.2,0.0,0.0,0.0,0.0,0,1014.5,951.8,0,0,0,0,0.15,2.91,11.2,20.5,310,309,30.2,31.9,29.1,21.4,15.5,0.093,0.188,0.246,0.348,1,1930.69,47.0,27.0,20.0,223.5,47.0,105.4,0.0,0.0,0.0,0.0,0.0,0.0
2210,40.175747,-7.1949463,570.0,2015-06-29T21:00,28.5,37,12.4,28.2,0.0,0.0,0.0,0.0,0,1015.1,952.0,0,0,0,0,0.07,2.45,7.1,15.4,319,323,22.3,29.6,29.0,21.4,15.5,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,40.175747,-7.1949463,570.0,2015-06-29T22:00,26.8,43,13.0,26.8,0.0,0.0,0.0,0.0,0,1015.5,952.0,0,0,0,0,0.05,2.02,6.4,11.6,322,324,14.0,27.6,28.8,21.4,15.5,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,40.175747,-7.1949463,570.0,2015-06-29T23:00,24.9,51,14.1,25.3,0.0,0.0,0.0,0.0,0,1015.7,951.8,0,0,0,0,0.04,1.53,6.0,9.7,335,333,11.9,25.9,28.6,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,40.175747,-7.1949463,570.0,2015-06-30T00:00,23.4,58,14.6,24.0,0.0,0.0,0.0,0.0,0,1015.5,951.4,0,0,0,0,0.03,1.22,6.0,7.3,343,340,11.2,24.5,28.3,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,40.175747,-7.1949463,570.0,2015-06-30T01:00,23.1,57,14.3,23.8,0.0,0.0,0.0,0.0,0,1015.0,950.8,0,0,0,0,0.02,1.2,4.7,4.8,351,347,9.7,23.3,28.0,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,40.175747,-7.1949463,570.0,2015-06-30T02:00,23.4,55,13.8,24.2,0.0,0.0,0.0,0.0,0,1014.4,950.3,0,0,0,0,0.01,1.31,3.3,1.8,354,349,9.0,22.3,27.6,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,40.175747,-7.1949463,570.0,2015-06-30T03:00,23.3,54,13.4,24.1,0.0,0.0,0.0,0.0,0,1014.0,949.9,0,0,0,0,0.0,1.32,1.8,1.1,360,198,8.3,21.4,27.3,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,40.175747,-7.1949463,570.0,2015-06-30T04:00,23.3,52,12.8,24.0,0.0,0.0,0.0,0.0,0,1013.8,949.7,0,0,0,0,0.0,1.37,1.1,4.0,18,185,7.6,20.7,26.9,21.5,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,40.175747,-7.1949463,570.0,2015-06-30T05:00,23.4,49,12.0,23.6,0.0,0.0,0.0,0.0,0,1013.9,949.8,0,0,0,0,0.01,1.47,2.9,6.5,83,174,6.8,20.1,26.5,21.6,15.6,0.093,0.188,0.246,0.348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,40.175747,-7.1949463,570.0,2015-06-30T06:00,23.8,45,11.2,23.5,0.0,0.0,0.0,0.0,0,1014.4,950.4,0,0,0,0,0.04,1.61,4.6,8.4,135,170,8.3,20.2,26.2,21.6,15.6,0.093,0.188,0.246,0.348,1,1651.91,39.0,22.0,17.0,193.3,39.0,91.8,87.3,49.2,38.0,317.0,53.2,205.5
2200,40.175747,-7.1949463,570.0,2015-06-30T07:00,25.0,42,11.1,24.6,0.0,0.0,0.0,0.0,0,1014.5,950.7,0,0,0,0,0.14,1.85,5.2,8.8,155,168,13.3,22.5,25.9,21.6,15.6,0.093,0.188,0.246,0.348,1,3600.0,195.0,140.0,55.0,567.1,195.0,326.7,267.4,192.0,75.4,567.1,267.4,448.0
2199,40.175747,-7.1949463,570.0,2015-06-30T08:00,27.4,30,8.2,25.7,0.0,0.0,0.0,0.0,0,1014.6,951.3,0,0,0,0,0.31,2.55,8.0,10.1,175,176,19.4,26.9,25.9,21.6,15.6,0.094,0.188,0.246,0.348,1,3600.0,388.0,315.0,73.0,735.4,388.0,566.8,467.5,379.6,88.0,735.4,467.5,683.0
2198,40.175747,-7.1949463,570.0,2015-06-30T09:00,29.3,25,7.3,27.1,0.0,0.0,0.0,0.0,0,1014.7,951.8,0,0,0,0,0.47,3.04,11.2,14.1,184,186,26.6,30.0,26.0,21.6,15.6,0.093,0.188,0.246,0.347,1,3600.0,574.0,487.0,87.0,814.5,574.0,791.2,648.8,550.4,98.3,814.5,648.8,894.3
2197,40.175747,-7.1949463,570.0,2015-06-30T10:00,30.7,23,7.3,29.1,0.0,0.0,0.0,0.0,0,1014.9,952.3,0,0,0,0,0.62,3.4,13.4,16.8,188,189,33.1,32.8,26.2,21.6,15.6,0.093,0.188,0.246,0.347,1,3600.0,744.0,646.0,98.0,868.2,744.0,984.6,806.7,700.4,106.3,868.2,806.7,1067.5
2196,40.175747,-7.1949463,570.0,2015-06-30T11:00,31.7,23,7.9,30.6,0.0,0.0,0.0,0.0,0,1014.7,952.3,0,0,0,0,0.73,3.61,15.6,19.6,188,187,37.4,35.1,26.5,21.6,15.6,0.093,0.187,0.246,0.347,1,3600.0,875.0,770.0,105.0,898.7,875.0,1133.8,919.1,808.8,110.3,898.7,919.1,1191.0
2195,40.175747,-7.1949463,570.0,2015-06-30T12:00,32.5,23,8.4,31.8,0.0,0.0,0.0,0.0,0,1014.3,952.1,0,0,0,0,0.81,3.79,16.7,21.3,186,186,40.7,36.9,26.9,21.6,15.6,0.093,0.187,0.246,0.347,1,3600.0,960.0,850.0,110.0,915.5,960.0,1228.7,981.5,869.0,112.5,915.5,981.5,1256.2
