index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,41.722317,-7.814789,882.0,2003-05-12 00:00:00,7.8,91,6.5,5.9,0.0,0.0,0.0,0.0,0,1022.8,919.8,2,0,0,7,0.0,0.09,7.1,9.7,345,356,17.3,10.6,13.8,10.5,8.6,0.356,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,41.722317,-7.814789,882.0,2003-05-12 01:00:00,7.3,93,6.2,5.3,0.0,0.0,0.0,0.0,0,1022.7,919.5,3,1,0,6,0.0,0.07,7.2,10.1,354,4,16.6,9.8,13.5,10.5,8.6,0.356,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,41.722317,-7.814789,882.0,2003-05-12 02:00:00,7.2,94,6.2,5.2,0.0,0.0,0.0,0.0,0,1022.2,919.0,1,0,0,4,0.0,0.06,7.2,10.3,360,12,15.8,9.2,13.2,10.5,8.6,0.356,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,41.722317,-7.814789,882.0,2003-05-12 03:00:00,7.1,95,6.3,5.2,0.0,0.0,0.0,0.0,0,1021.8,918.6,2,0,0,5,0.0,0.05,6.5,9.3,360,16,15.1,8.6,13.0,10.5,8.6,0.357,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,41.722317,-7.814789,882.0,2003-05-12 04:00:00,7.1,95,6.3,5.4,0.0,0.0,0.0,0.0,0,1021.9,918.7,1,0,0,4,0.0,0.05,5.8,7.9,356,16,14.4,8.2,12.7,10.5,8.6,0.357,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,41.722317,-7.814789,882.0,2003-05-12 05:00:00,6.5,96,5.8,4.7,0.0,0.0,0.0,0.0,0,1021.7,918.3,9,10,0,0,0.0,0.04,5.2,6.8,344,360,13.7,7.8,12.4,10.6,8.6,0.357,0.403,0.452,0.491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,41.722317,-7.814789,882.0,2003-05-12 06:00:00,6.5,94,5.6,4.8,0.0,0.0,0.0,0.0,0,1022.0,918.6,9,10,0,0,0.0,0.06,4.0,6.9,350,354,13.0,8.0,12.1,10.6,8.6,0.357,0.403,0.452,0.491,1,341.15,22.0,10.0,12.0,103.5,22.0,70.5,50.5,23.0,27.5,190.3,27.5,161.7,,,,,,
2224,2224,41.722317,-7.814789,882.0,2003-05-12 07:00:00,9.1,88,7.3,8.0,0.0,0.0,0.0,0.0,0,1022.3,919.8,1,1,0,0,0.06,0.14,3.3,5.0,354,360,13.0,9.8,12.0,10.6,8.6,0.358,0.403,0.452,0.491,1,3600.0,163.0,110.0,53.0,515.5,163.0,286.2,233.7,157.7,76.0,515.5,233.7,410.3,,,,,,
2223,2223,41.722317,-7.814789,882.0,2003-05-12 08:00:00,12.5,70,7.2,11.5,0.0,0.0,0.0,0.0,0,1022.4,921.0,0,0,0,0,0.17,0.43,1.8,2.5,360,8,12.6,12.8,12.0,10.6,8.6,0.358,0.403,0.452,0.491,1,3600.0,357.0,282.0,75.0,711.4,357.0,531.6,436.4,344.7,91.7,711.4,436.4,649.8,,,,,,
2222,2222,41.722317,-7.814789,882.0,2003-05-12 09:00:00,14.6,57,6.2,13.5,0.0,0.0,0.0,0.0,0,1022.4,921.7,0,0,0,0,0.3,0.71,1.3,1.6,304,297,12.2,14.7,12.1,10.6,8.6,0.357,0.403,0.451,0.491,1,3600.0,553.0,462.0,91.0,815.6,553.0,759.6,628.8,525.4,103.5,815.6,628.8,863.8,,,,,,
