index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,40.03515,-7.1748047,536.0,2004-03-06 00:00:00,9.5,99,9.3,8.4,0.0,0.0,0.0,0.0,3,1021.4,957.7,100,100,26,21,0.0,0.01,6.4,13.8,207,223,18.0,8.8,8.5,7.1,9.7,0.345,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,40.03515,-7.1748047,536.0,2004-03-06 01:00:00,9.4,100,9.4,8.4,0.0,0.0,0.0,0.0,3,1021.5,957.8,100,99,21,0,0.0,0.0,6.0,13.5,213,228,16.2,8.8,8.5,7.2,9.7,0.345,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,40.03515,-7.1748047,536.0,2004-03-06 02:00:00,9.4,100,9.4,8.5,0.0,0.0,0.0,0.0,3,1021.4,957.7,96,100,10,0,0.0,0.0,5.6,12.7,220,235,14.0,8.8,8.5,7.2,9.7,0.346,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,40.03515,-7.1748047,536.0,2004-03-06 03:00:00,9.6,100,9.5,8.7,0.0,0.0,0.0,0.0,3,1021.4,957.7,93,100,5,0,0.0,0.0,5.1,11.6,231,244,13.0,8.8,8.5,7.2,9.7,0.347,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,40.03515,-7.1748047,536.0,2004-03-06 04:00:00,9.6,99,9.5,8.9,0.0,0.0,0.0,0.0,3,1021.6,957.9,94,100,7,0,0.0,0.01,4.2,10.2,239,252,11.9,8.8,8.5,7.2,9.7,0.348,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,40.03515,-7.1748047,536.0,2004-03-06 05:00:00,9.6,100,9.5,8.9,0.0,0.0,0.0,0.0,3,1021.8,958.1,92,100,3,0,0.0,0.0,3.7,8.8,241,258,11.5,8.8,8.5,7.2,9.7,0.349,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,40.03515,-7.1748047,536.0,2004-03-06 06:00:00,9.3,100,9.2,8.5,0.0,0.0,0.0,0.0,3,1022.0,958.2,92,100,4,0,0.0,0.0,3.8,8.7,253,263,10.8,8.7,8.4,7.2,9.7,0.35,0.351,0.379,0.377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2224,2224,40.03515,-7.1748047,536.0,2004-03-06 07:00:00,9.2,100,9.1,8.4,0.0,0.0,0.0,0.0,3,1022.6,958.8,91,100,2,0,0.0,0.0,3.7,8.7,259,265,9.7,8.6,8.4,7.2,9.7,0.351,0.351,0.379,0.377,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,,,,,
2223,2223,40.03515,-7.1748047,536.0,2004-03-06 08:00:00,9.4,99,9.2,8.4,0.0,0.0,0.0,0.0,2,1023.0,959.2,68,75,1,0,0.01,0.01,5.4,8.3,274,275,11.5,8.8,8.4,7.3,9.7,0.351,0.351,0.379,0.377,1,0.0,25.0,3.0,22.0,22.0,25.0,143.4,48.3,5.8,42.5,29.1,36.5,277.1,,,,,,
2222,2222,40.03515,-7.1748047,536.0,2004-03-06 09:00:00,10.2,91,8.8,9.0,0.0,0.0,0.0,0.0,2,1023.6,959.9,78,83,6,0,0.05,0.12,6.3,8.6,283,285,14.8,9.4,8.5,7.3,9.7,0.351,0.351,0.379,0.377,1,1616.76,107.0,33.0,74.0,113.9,107.0,402.8,138.8,42.8,96.0,113.9,138.8,522.6,,,,,,
