index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,37.57469,-7.6799927,208.0,2004-03-13 00:00:00,9.6,96,8.9,8.9,0.0,0.0,0.0,0.0,1,1014.0,988.9,28,12,24,9,0.0,0.05,2.5,5.3,262,298,10.8,10.8,12.7,12.8,13.4,0.401,0.372,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,37.57469,-7.6799927,208.0,2004-03-13 01:00:00,9.0,97,8.5,8.1,0.0,0.0,0.0,0.0,1,1013.9,988.7,37,20,32,0,0.0,0.04,3.3,5.1,283,309,10.8,10.4,12.5,12.8,13.4,0.399,0.373,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,37.57469,-7.6799927,208.0,2004-03-13 02:00:00,8.4,97,7.9,7.1,0.0,0.0,0.0,0.0,3,1013.6,988.4,100,94,35,0,0.0,0.04,5.0,9.2,300,309,12.2,10.0,12.3,12.8,13.4,0.398,0.373,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,37.57469,-7.6799927,208.0,2004-03-13 03:00:00,8.1,97,7.7,6.3,0.0,0.0,0.0,0.0,3,1014.0,988.8,100,99,35,0,0.0,0.03,8.2,15.5,311,312,14.8,9.8,12.2,12.8,13.4,0.396,0.374,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,37.57469,-7.6799927,208.0,2004-03-13 04:00:00,7.7,98,7.4,5.7,0.0,0.0,0.0,0.0,2,1014.0,988.7,63,39,45,2,0.0,0.02,8.7,16.4,315,320,16.2,9.5,12.0,12.8,13.4,0.395,0.374,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,37.57469,-7.6799927,208.0,2004-03-13 05:00:00,7.4,98,7.1,5.3,0.0,0.0,0.0,0.0,1,1014.5,989.2,31,14,28,4,0.0,0.02,9.0,17.4,323,330,17.3,9.2,11.8,12.8,13.4,0.394,0.375,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,37.57469,-7.6799927,208.0,2004-03-13 06:00:00,7.2,98,6.8,5.0,0.1,0.1,0.0,0.0,51,1015.0,989.7,42,21,32,14,0.0,0.02,9.5,19.5,323,332,18.0,9.0,11.6,12.8,13.4,0.393,0.375,0.363,0.315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2224,2224,37.57469,-7.6799927,208.0,2004-03-13 07:00:00,7.1,98,6.9,4.9,0.0,0.0,0.0,0.0,1,1015.8,990.4,38,15,27,27,0.01,0.02,9.7,20.3,321,333,19.1,8.8,11.5,12.8,13.4,0.393,0.375,0.363,0.315,1,0.0,1.0,0.0,1.0,0.0,1.0,17.2,3.2,0.0,3.2,0.0,0.7,54.5,,,,,,
2223,2223,37.57469,-7.6799927,208.0,2004-03-13 08:00:00,7.8,96,7.1,5.3,0.0,0.0,0.0,0.0,2,1016.4,991.1,51,25,19,58,0.02,0.05,11.6,18.7,324,330,22.3,9.2,11.3,12.8,13.4,0.391,0.376,0.363,0.315,1,3021.97,79.0,34.0,45.0,215.5,79.0,195.9,134.8,58.0,76.8,240.4,120.9,334.3,,,,,,
2222,2222,37.57469,-7.6799927,208.0,2004-03-13 09:00:00,9.1,85,6.7,6.2,0.0,0.0,0.0,0.0,2,1017.4,992.2,60,26,23,75,0.09,0.17,14.1,19.9,328,328,29.5,10.0,11.3,12.8,13.4,0.39,0.376,0.363,0.315,1,3600.0,236.0,116.0,120.0,345.9,236.0,464.5,299.1,147.0,152.1,345.9,299.1,588.6,,,,,,
2221,2221,37.57469,-7.6799927,208.0,2004-03-13 10:00:00,10.5,79,7.1,8.2,0.0,0.0,0.0,0.0,0,1018.3,993.2,11,5,7,6,0.17,0.26,10.5,14.3,333,335,31.7,11.3,11.3,12.8,13.4,0.389,0.376,0.363,0.315,1,3600.0,407.0,261.0,146.0,517.4,407.0,698.6,466.0,298.9,167.2,517.4,466.0,799.9,,,,,,
2220,2220,37.57469,-7.6799927,208.0,2004-03-13 11:00:00,12.5,67,6.6,10.0,0.0,0.0,0.0,0.0,1,1018.8,993.8,21,15,11,2,0.28,0.47,13.9,18.3,343,344,42.5,13.2,11.5,12.8,13.4,0.387,0.376,0.363,0.315,1,3600.0,622.0,501.0,121.0,786.4,622.0,882.4,672.5,541.7,130.8,786.4,672.5,954.1,,,,,,
2219,2219,37.57469,-7.6799927,208.0,2004-03-13 12:00:00,14.0,61,6.5,11.8,0.0,0.0,0.0,0.0,1,1018.6,993.8,20,9,18,5,0.35,0.63,15.6,21.2,345,345,46.4,14.4,11.7,12.8,13.4,0.385,0.376,0.363,0.315,1,3600.0,737.0,630.0,107.0,869.6,737.0,1003.4,764.3,653.3,111.0,869.6,764.3,1040.5,1.417879135353769,72.94485389583468,8.056277199124755,118.54596807861329,1.5244317435372419,13.772617673066856
2218,2218,37.57469,-7.6799927,208.0,2004-03-13 13:00:00,14.7,58,6.4,12.2,0.0,0.0,0.0,0.0,1,1018.5,993.7,41,32,18,5,0.37,0.71,17.5,24.1,346,346,46.8,15.3,12.0,12.8,13.4,0.383,0.376,0.363,0.315,1,3600.0,754.0,597.0,157.0,785.0,754.0,1053.2,754.0,597.0,157.0,785.0,754.0,1053.2,4.447261993967841,81.4293064051029,9.187449759124755,120.89596807861328,3.2169398004031726,15.441264784940357
2217,2217,37.57469,-7.6799927,208.0,2004-03-13 14:00:00,15.1,53,5.7,12.0,0.0,0.0,0.0,0.0,1,1018.6,993.9,22,16,8,11,0.36,0.8,18.9,26.1,342,342,47.2,15.8,12.3,12.8,13.4,0.381,0.375,0.363,0.315,1,3600.0,700.0,564.0,136.0,759.4,700.0,1028.6,674.8,543.7,131.1,759.4,674.8,991.6,7.774747138664817,84.85508125542873,10.485332199124755,123.31796807861328,5.354196148939929,17.294437669374716
