latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
39.33216,-9.186218,97.0,2003-05-02 00:00:00,13.9,90,12.4,12.7,0.0,0.0,0.0,0.0,1,1020.3,1008.6,44,49,0,0,0.0,0.15,13.3,19.2,283,283,22.7,14.4,15.6,14.4,13.4,0.199,0.225,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 01:00:00,13.6,92,12.3,12.6,0.0,0.0,0.0,0.0,1,1019.6,1007.9,27,30,0,0,0.0,0.13,11.8,18.0,290,290,21.6,14.0,15.5,14.4,13.4,0.2,0.225,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 02:00:00,13.4,93,12.3,12.4,0.0,0.0,0.0,0.0,1,1019.5,1007.8,25,28,0,0,0.0,0.11,11.8,18.0,297,299,20.9,13.7,15.3,14.4,13.4,0.2,0.224,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 03:00:00,13.1,94,12.2,11.9,0.0,0.0,0.0,0.0,1,1019.7,1008.0,39,41,3,0,0.0,0.09,12.8,19.5,308,308,21.6,13.5,15.2,14.4,13.5,0.201,0.224,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 04:00:00,13.0,93,11.9,11.4,0.0,0.0,0.0,0.0,1,1019.5,1007.8,42,43,6,0,0.0,0.1,14.8,22.2,319,318,25.2,13.3,15.0,14.4,13.5,0.202,0.224,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 05:00:00,12.9,90,11.4,10.9,0.0,0.0,0.0,0.0,1,1019.8,1008.1,49,54,0,0,0.0,0.14,16.7,24.0,327,327,28.1,13.2,14.9,14.4,13.5,0.202,0.224,0.228,0.259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.33216,-9.186218,97.0,2003-05-02 06:00:00,12.8,88,10.9,10.6,0.0,0.0,0.0,0.0,2,1020.2,1008.5,51,57,0,0,0.03,0.18,17.2,24.6,334,335,29.2,13.2,14.7,14.4,13.5,0.202,0.224,0.228,0.259,1,0.0,3.0,0.0,3.0,0.0,3.0,28.7,8.1,0.0,8.1,0.0,2.6,77.2,,,,,,
39.33216,-9.186218,97.0,2003-05-02 07:00:00,13.1,83,10.2,10.5,0.0,0.0,0.0,0.0,1,1020.5,1008.8,49,54,0,0,0.05,0.26,18.0,23.3,340,340,28.8,13.4,14.6,14.4,13.5,0.202,0.224,0.228,0.259,1,3277.29,66.0,29.0,37.0,178.6,66.0,208.6,107.6,47.3,60.3,187.4,102.5,339.9,,,,,,
39.33216,-9.186218,97.0,2003-05-02 08:00:00,13.6,75,9.2,10.7,0.0,0.0,0.0,0.0,1,1021.1,1009.4,46,51,0,0,0.12,0.39,18.3,22.7,345,345,30.6,14.2,14.6,14.4,13.5,0.202,0.224,0.228,0.259,1,3600.0,208.0,108.0,100.0,310.5,208.0,468.8,263.9,137.0,126.9,310.5,263.9,594.7,,,,,,
39.33216,-9.186218,97.0,2003-05-02 09:00:00,14.2,70,8.7,11.4,0.0,0.0,0.0,0.0,2,1021.8,1010.1,53,59,0,0,0.19,0.49,17.3,21.3,348,348,31.0,15.3,14.6,14.4,13.5,0.201,0.223,0.228,0.259,1,3600.0,360.0,200.0,160.0,378.4,360.0,712.3,416.6,231.4,185.1,378.4,416.6,824.3,,,,,,
