latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
40.667835,-7.3937683,670.0,2010-03-02T00:00,4.4,91,3.1,1.8,0.0,0.0,0.0,0.0,1,1017.0,937.1,28,2,0,86,0.0,0.07,7.2,18.2,84,99,18.0,4.9,7.6,7.9,9.2,0.405,0.415,0.426,0.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T01:00,4.3,90,2.9,1.4,0.0,0.0,0.0,0.0,1,1016.4,936.5,31,3,0,95,0.0,0.08,8.7,22.3,85,99,22.3,4.6,7.4,7.9,9.2,0.404,0.414,0.426,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T02:00,3.9,90,2.4,0.8,0.0,0.0,0.0,0.0,1,1015.7,935.8,29,1,1,93,0.0,0.08,9.4,24.1,88,100,23.8,4.3,7.2,7.9,9.2,0.404,0.414,0.426,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T03:00,3.7,90,2.2,0.4,0.0,0.0,0.0,0.0,1,1014.9,935.0,34,0,8,96,0.0,0.08,10.1,24.6,90,102,24.8,4.1,7.0,7.9,9.2,0.403,0.413,0.426,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T04:00,3.8,89,2.1,0.3,0.0,0.0,0.0,0.0,1,1014.2,934.3,30,0,4,93,0.0,0.09,11.3,26.4,83,96,26.6,4.0,6.8,7.9,9.2,0.402,0.412,0.426,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T05:00,3.7,88,1.9,0.1,0.0,0.0,0.0,0.0,1,1013.0,933.2,44,0,24,100,0.0,0.1,11.7,27.0,79,89,27.7,3.9,6.6,7.9,9.2,0.402,0.412,0.425,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T06:00,3.5,88,1.7,-0.0,0.0,0.0,0.0,0.0,2,1012.7,932.9,51,0,36,99,0.0,0.09,11.4,26.7,77,85,28.4,3.7,6.4,7.9,9.2,0.401,0.411,0.425,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T07:00,3.3,86,1.2,-0.3,0.0,0.0,0.0,0.0,2,1012.1,932.3,74,0,73,100,0.0,0.11,11.6,25.7,74,84,29.9,3.5,6.3,7.8,9.2,0.401,0.411,0.425,0.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.667835,-7.3937683,670.0,2010-03-02T08:00,4.1,84,1.6,0.3,0.0,0.0,0.0,0.0,3,1011.9,932.3,81,0,86,97,0.02,0.13,13.1,25.0,74,83,31.3,3.9,6.1,7.8,9.2,0.4,0.41,0.425,0.362,1,86.96,38.0,8.0,30.0,65.6,38.0,109.9,82.2,17.3,64.9,101.4,53.2,237.7
40.667835,-7.3937683,670.0,2010-03-02T09:00,6.1,78,2.5,2.5,0.0,0.0,0.0,0.0,2,1012.1,933.0,52,0,37,98,0.06,0.21,12.6,22.4,77,85,32.8,5.3,6.1,7.8,9.2,0.399,0.409,0.425,0.362,1,966.89,147.0,24.0,123.0,92.2,147.0,362.6,195.3,31.9,163.4,92.2,195.3,481.7
40.667835,-7.3937683,670.0,2010-03-02T10:00,8.6,67,2.8,5.0,0.0,0.0,0.0,0.0,1,1011.6,933.3,30,0,0,99,0.14,0.37,13.4,19.1,76,79,32.8,7.4,6.2,7.8,9.2,0.398,0.409,0.424,0.362,1,3600.0,291.0,102.0,189.0,241.9,291.0,587.6,339.3,118.9,220.4,241.9,339.3,685.1
40.667835,-7.3937683,670.0,2010-03-02T11:00,10.8,58,2.9,6.7,0.0,0.0,0.0,0.0,1,1010.1,932.4,30,0,0,100,0.21,0.54,17.1,23.5,83,86,39.6,9.3,6.5,7.8,9.2,0.397,0.408,0.424,0.362,1,3600.0,433.0,187.0,246.0,340.6,433.0,764.8,472.3,204.0,268.3,340.6,472.3,834.2
40.667835,-7.3937683,670.0,2010-03-02T12:00,12.8,51,2.9,8.5,0.0,0.0,0.0,0.0,1,1008.4,931.4,30,0,0,100,0.3,0.73,19.5,26.7,102,104,43.9,11.1,6.8,7.8,9.2,0.394,0.407,0.424,0.362,1,3600.0,585.0,377.0,208.0,595.3,585.0,882.2,609.1,392.6,216.6,595.3,609.1,918.7
40.667835,-7.3937683,670.0,2010-03-02T13:00,13.7,49,3.1,9.1,0.0,0.0,0.0,0.0,1,1007.1,930.4,30,0,0,100,0.31,0.81,21.4,29.7,119,121,45.7,12.2,7.2,7.8,9.2,0.391,0.406,0.424,0.362,1,3600.0,582.0,284.0,298.0,424.6,582.0,931.9,582.6,284.3,298.3,424.6,582.6,932.8
40.667835,-7.3937683,670.0,2010-03-02T14:00,13.8,51,3.8,9.1,0.0,0.0,0.0,0.0,2,1005.6,929.1,62,0,53,100,0.27,0.78,22.6,31.8,127,129,44.6,12.5,7.6,7.8,9.2,0.389,0.405,0.424,0.362,1,3600.0,478.0,163.0,315.0,249.5,478.0,910.3,459.9,156.8,303.1,249.5,459.9,875.8
40.667835,-7.3937683,670.0,2010-03-02T15:00,13.5,55,4.5,8.6,0.0,0.0,0.0,0.0,3,1005.6,929.0,92,4,98,100,0.22,0.7,24.0,35.1,133,133,42.1,12.1,7.9,7.8,9.2,0.387,0.405,0.423,0.363,1,853.44,341.0,52.0,289.0,88.4,341.0,819.0,312.8,47.7,265.1,88.4,312.8,751.4
40.667835,-7.3937683,670.0,2010-03-02T16:00,12.0,67,6.1,8.4,0.4,0.4,0.0,0.0,51,1005.3,928.3,96,7,99,100,0.14,0.46,17.7,29.4,128,131,41.8,11.4,8.2,7.8,9.2,0.394,0.404,0.423,0.363,1,0.0,226.0,25.0,201.0,52.4,226.0,664.3,193.3,21.4,171.9,52.4,193.3,568.1
40.667835,-7.3937683,670.0,2010-03-02T17:00,10.6,77,6.6,7.8,1.9,1.9,0.0,0.0,61,1005.3,927.9,100,38,100,100,0.07,0.3,12.9,24.8,113,120,40.7,10.3,8.3,7.8,9.2,0.402,0.404,0.423,0.363,1,0.0,90.0,0.0,90.0,0.0,90.0,456.7,66.7,0.0,66.7,0.0,66.7,338.5
40.667835,-7.3937683,670.0,2010-03-02T18:00,9.7,84,7.0,7.1,1.0,1.0,0.0,0.0,55,1005.0,927.4,100,100,100,100,0.04,0.2,12.4,24.5,107,114,39.6,9.4,8.4,7.8,9.2,0.415,0.404,0.423,0.363,1,0.0,23.0,0.0,23.0,0.0,23.0,210.3,8.6,0.0,8.6,0.0,8.1,78.2
